soil_moisture_(%),env_temperature_(°C),env_humidity_(%),plants_temp_(°C),plants_hum_(%),light_intensity_(lux),power_(W),soil_moisture_baseline,max_anomaly_detected,label
13.27,35.6,92.91,36.47,75.14,4249.7,0.98,26.96,24.41,NOT_ABLE_TO_WATER
79.31,13.6,34.17,14.11,34.99,27319.48,0.36,93.58,31.02,LOW_TEMP_ALERT
78.86,41.13,94.56,37.62,100.0,0.0,0.0,81.15,25.59,NOT_ABLE_TO_VENTILATE
54.61,33.88,31.14,30.8,21.18,1295.95,0.32,27.29,29.12,EXCESS_WATER
90.35,20.9,57.33,19.54,60.4,157285.8,4.66,82.43,30.77,OK
64.82,31.44,72.88,32.58,89.95,0.0,0.0,94.1,28.99,NOT_ABLE_TO_WATER
72.89,38.56,80.13,38.23,78.81,10247.43,0.0,40.4,32.29,FUNGI_ALERT_EXCESS_WATER
95.73,38.58,27.81,39.17,38.02,0.0,0.0,19.88,25.65,FUNGI_ALERT_EXCESS_WATER
98.57,34.49,39.07,32.86,39.2,107613.86,3.12,25.52,28.17,EXCESS_WATER
18.78,26.23,28.94,24.9,34.74,126707.93,4.62,11.24,30.93,WATER
36.62,40.86,38.72,40.44,33.26,0.0,0.0,36.34,32.06,NOT_ABLE_TO_WATER
10.2,38.24,86.01,34.09,84.87,140362.52,5.6,11.74,32.23,WATER
61.24,10.85,44.64,9.38,45.07,157285.8,5.26,37.05,31.31,EXCESS_WATER
75.88,15.8,91.46,14.63,90.58,157285.8,5.23,14.76,32.8,FUNGI_ALERT_EXCESS_WATER
78.2,21.34,61.06,17.75,57.7,27946.99,0.88,78.71,30.32,OK
18.25,40.63,55.3,38.62,67.32,41082.49,0.63,10.75,32.7,NOT_ABLE_TO_WATER
37.69,5.35,64.21,6.03,55.88,136606.72,5.59,47.37,37.56,ANOMALY_DETECTED
78.48,38.45,92.27,37.65,95.7,73327.77,3.11,73.97,29.08,VENTILATE
39.99,25.93,16.57,26.38,28.13,0.0,0.0,42.43,32.1,NOT_ABLE_TO_WATER
37.2,30.79,94.99,29.16,95.75,0.0,0.0,38.75,30.52,NOT_ABLE_TO_WATER
78.28,10.34,31.33,7.68,29.53,1311.08,0.29,80.37,28.73,LOW_TEMP_ALERT
26.6,8.05,31.8,7.42,50.61,0.0,0.0,32.72,28.5,NOT_ABLE_TO_WATER
61.73,26.06,15.26,22.18,26.01,15409.19,0.96,55.58,32.67,OK
26.45,37.76,15.86,36.85,1.71,157285.8,5.06,33.53,24.48,WATER
25.15,15.68,17.35,17.65,33.89,157285.8,5.67,31.41,31.67,WATER
97.56,23.83,66.58,17.33,75.68,157285.8,4.81,86.82,27.09,EXCESS_WATER
50.75,43.4,78.62,45.12,82.91,157285.8,6.24,32.27,28.8,FUNGI_ALERT_EXCESS_WATER
80.73,28.22,77.29,27.71,78.92,7221.67,0.51,39.96,28.1,FUNGI_ALERT_EXCESS_WATER
23.66,30.32,93.29,30.37,100.0,0.0,0.0,17.75,28.32,NOT_ABLE_TO_WATER
62.81,15.1,78.43,12.46,96.49,28714.42,1.13,51.58,25.46,FUNGI_ALERT_EXCESS_WATER
65.64,34.15,51.61,34.02,63.23,16639.18,0.75,64.28,26.53,OK
93.92,27.31,47.87,26.56,32.75,157285.8,5.38,76.82,32.92,EXCESS_WATER
34.05,7.57,92.8,6.01,100.0,157285.8,6.04,37.01,29.77,WATER
45.4,20.07,40.72,16.21,49.57,1749.91,0.24,45.37,32.38,LOW_LIGHT
25.43,15.66,26.95,16.29,27.93,1499.73,0.0,23.16,30.18,NOT_ABLE_TO_WATER
76.39,38.05,73.62,35.62,87.54,70787.23,2.8,80.56,28.92,VENTILATE
75.4,30.32,33.72,31.41,28.05,118835.63,4.74,68.17,33.72,OK
71.34,26.85,90.12,28.31,97.15,0.0,0.0,68.78,36.36,NIGHT_OK
14.76,14.91,36.55,14.26,65.53,0.0,0.0,32.7,31.9,NOT_ABLE_TO_WATER
20.09,33.67,75.96,31.59,78.47,5839.33,0.59,26.93,34.7,NOT_ABLE_TO_WATER
64.68,24.9,25.48,25.17,29.55,6315.53,0.67,60.49,25.66,LOW_LIGHT
81.8,14.53,93.77,13.13,89.21,157285.8,5.45,59.91,32.4,FUNGI_ALERT_EXCESS_WATER
42.93,32.54,41.91,27.4,42.01,157285.8,5.21,56.68,30.66,WATER
99.65,37.03,60.83,34.98,78.2,13208.59,0.35,54.93,25.4,EXCESS_WATER
80.04,33.22,72.18,30.92,71.57,0.0,0.0,70.36,31.38,NIGHT_OK
90.6,27.09,92.42,29.87,96.95,0.0,0.0,77.37,28.93,FUNGI_ALERT_EXCESS_WATER
78.48,26.29,48.43,26.49,50.21,8083.51,0.0,36.45,33.21,EXCESS_WATER
33.62,22.92,87.49,23.48,95.25,0.0,0.0,31.9,25.97,NOT_ABLE_TO_WATER
86.22,30.01,20.49,25.32,18.32,135466.91,4.23,86.82,28.43,OK
45.35,6.3,67.35,3.25,74.69,157285.8,5.97,60.46,33.23,WATER
13.94,22.2,25.58,21.34,44.5,0.0,0.0,12.09,32.7,NOT_ABLE_TO_WATER
45.24,10.72,27.24,4.53,25.06,157285.8,0.1,36.89,38.03,ANOMALY_DETECTED
26.02,39.04,49.43,36.68,62.18,6815.74,0.02,25.53,24.66,NOT_ABLE_TO_WATER
26.81,5.27,32.65,3.76,37.17,72842.46,2.32,25.94,32.72,WATER
85.62,32.93,23.12,30.74,26.2,0.0,0.0,80.98,31.32,NIGHT_OK
84.6,24.07,48.72,21.75,60.73,111334.3,4.28,83.71,35.2,OK
52.29,10.29,56.1,11.63,46.51,157285.8,5.24,42.27,29.0,EXCESS_WATER
21.0,43.79,89.18,45.37,100.0,30677.4,0.62,24.58,32.46,NOT_ABLE_TO_WATER
29.82,21.77,53.6,18.54,71.91,5493.03,0.0,49.21,36.41,NOT_ABLE_TO_WATER
16.25,21.35,66.35,21.47,66.97,0.0,0.0,12.66,28.07,NOT_ABLE_TO_WATER
47.76,36.15,87.49,36.65,100.0,157285.8,5.28,48.61,27.41,VENTILATE
12.53,14.34,53.57,13.59,54.54,157285.8,4.86,15.44,35.15,WATER
24.74,39.04,23.36,36.19,40.97,157285.8,5.93,45.81,40.19,ANOMALY_DETECTED
20.77,40.86,27.79,40.49,41.25,90706.2,2.4,23.28,24.0,WATER
76.75,29.11,42.59,27.6,43.73,4676.46,0.78,60.08,30.57,EXCESS_WATER
89.29,27.4,17.96,26.04,28.72,96557.89,2.69,44.22,29.46,EXCESS_WATER
40.15,22.8,91.64,21.42,100.0,157285.8,0.13,46.05,32.6,OK
66.7,41.07,35.86,38.42,14.8,1201.05,0.0,72.18,30.92,NOT_ABLE_TO_VENTILATE
79.02,27.98,25.68,25.67,13.96,157285.8,5.25,72.9,29.37,OK
49.18,19.73,85.06,19.14,98.9,17006.22,0.0,48.09,36.06,OK
21.99,36.37,45.59,33.37,45.64,106288.85,3.42,33.46,28.75,WATER
77.47,35.51,81.13,32.53,96.96,67749.93,2.65,75.79,39.11,ANOMALY_DETECTED
43.49,18.97,76.0,16.03,87.12,157285.8,4.39,37.61,33.4,OK
94.86,32.07,43.6,32.71,56.54,0.0,0.0,11.81,30.92,FUNGI_ALERT_EXCESS_WATER
19.96,35.32,61.64,31.34,59.2,62209.89,1.51,17.9,24.0,NOT_ABLE_TO_WATER
60.81,35.27,53.96,35.22,60.16,157285.8,5.51,32.8,27.1,EXCESS_WATER
45.91,18.63,57.38,17.18,70.85,0.0,0.0,47.78,30.6,NIGHT_OK
26.03,10.65,72.16,11.74,91.88,0.0,0.0,12.43,26.0,NOT_ABLE_TO_WATER
31.38,27.81,22.66,23.1,17.45,60692.67,1.71,36.48,33.64,NOT_ABLE_TO_WATER
70.63,12.42,28.89,10.17,36.06,0.0,0.0,72.87,29.7,LOW_TEMP_ALERT
20.49,21.23,53.35,19.85,59.51,0.0,0.0,61.88,31.92,NOT_ABLE_TO_WATER
20.1,38.29,86.31,36.62,92.36,0.0,0.0,18.0,27.72,NOT_ABLE_TO_WATER
62.13,11.58,87.44,8.6,91.65,0.0,0.0,69.85,25.93,LOW_TEMP_ALERT
49.58,17.95,17.38,20.28,15.32,157285.8,5.02,48.26,31.55,OK
18.89,7.61,72.25,7.39,82.1,0.0,0.0,22.1,33.52,NOT_ABLE_TO_WATER
50.01,40.09,40.92,37.16,41.76,6944.92,0.3,46.13,29.73,NOT_ABLE_TO_VENTILATE
12.18,30.65,83.29,28.63,97.04,0.0,0.0,17.22,31.64,NOT_ABLE_TO_WATER
72.37,27.46,29.87,24.16,40.49,930.05,0.15,28.23,33.2,EXCESS_WATER
17.28,26.81,72.23,25.85,78.09,0.0,0.0,13.06,33.78,NOT_ABLE_TO_WATER
71.81,38.1,31.0,38.85,34.14,0.0,0.0,81.19,35.6,NOT_ABLE_TO_VENTILATE
56.11,25.17,30.21,21.79,33.42,2512.78,0.11,62.22,27.19,LOW_LIGHT
87.61,40.55,nan,40.58,49.59,4976.04,0.0,84.44,29.52,INSUFFICIENT_DATA
36.61,29.44,33.0,30.49,54.22,0.0,0.0,17.88,32.14,NOT_ABLE_TO_WATER
54.41,43.88,44.2,39.34,45.15,0.0,0.0,43.72,28.46,FUNGI_ALERT_EXCESS_WATER
71.83,7.8,62.45,3.09,76.29,157285.8,5.01,77.51,25.81,LOW_TEMP_ALERT
43.54,32.52,65.87,31.05,62.45,157285.8,4.66,51.13,30.87,OK
18.73,36.29,78.48,34.53,93.25,0.0,0.0,52.49,41.23,NOT_ABLE_TO_WATER
25.61,7.75,75.92,5.26,80.02,157285.8,5.83,61.67,27.38,WATER
39.91,22.45,74.53,19.4,85.09,0.0,0.0,43.79,32.84,NOT_ABLE_TO_WATER
39.72,18.99,19.56,18.51,8.83,2258.67,0.0,37.62,26.72,NOT_ABLE_TO_WATER
10.05,42.8,53.7,41.66,60.37,157285.8,4.72,81.47,27.99,WATER
77.59,8.62,94.38,8.73,98.62,48597.62,2.09,38.27,29.91,FUNGI_ALERT_EXCESS_WATER
59.34,39.7,83.18,37.69,89.8,157285.8,0.04,65.58,26.73,NOT_ABLE_TO_VENTILATE
88.99,19.15,91.2,15.19,91.64,157285.8,5.95,86.31,26.24,OK
87.21,37.62,49.82,33.89,54.22,0.0,0.0,87.14,27.26,NOT_ABLE_TO_VENTILATE
24.46,38.25,49.74,39.94,48.9,157285.8,6.02,11.05,27.55,WATER
53.12,20.7,33.25,18.7,50.59,157285.8,5.48,59.77,45.71,ANOMALY_DETECTED
9.9,25.55,61.37,24.88,56.43,0.0,0.0,62.6,33.15,NOT_ABLE_TO_WATER
50.58,9.38,23.57,5.48,33.77,80841.06,1.65,53.55,30.63,LOW_TEMP_ALERT
41.15,28.26,79.12,25.91,92.46,157285.8,6.26,41.72,25.18,OK
91.43,22.29,55.63,19.11,43.32,43022.08,1.85,86.74,24.0,OK
32.43,23.97,74.51,21.57,80.17,19677.3,0.6,30.38,29.82,NOT_ABLE_TO_WATER
53.21,40.76,92.32,38.39,93.84,13202.43,0.09,55.9,28.4,NOT_ABLE_TO_VENTILATE
16.26,32.01,48.86,28.52,44.04,0.0,0.0,43.06,31.56,NOT_ABLE_TO_WATER
64.43,22.19,31.37,23.45,36.41,39210.88,1.6,70.15,28.39,OK
37.94,29.17,35.39,nan,37.62,157285.8,5.18,92.33,25.42,INSUFFICIENT_DATA
43.45,19.51,63.62,17.29,69.21,157285.8,4.78,35.0,24.0,OK
14.99,26.61,76.57,22.67,97.75,157285.8,6.39,44.62,31.75,WATER
72.16,36.3,50.93,33.0,49.5,157285.8,5.56,68.21,31.47,OK
22.32,10.94,49.2,6.79,64.15,0.0,0.0,54.86,33.26,NOT_ABLE_TO_WATER
33.34,36.53,31.19,34.38,35.63,0.0,0.0,64.72,34.34,NOT_ABLE_TO_WATER
17.54,25.24,28.27,21.44,21.13,0.0,0.0,66.51,29.34,NOT_ABLE_TO_WATER
62.42,40.4,76.64,39.72,90.44,5520.75,0.57,56.72,29.65,NOT_ABLE_TO_VENTILATE
16.69,25.74,69.54,24.97,77.19,157285.8,6.29,38.5,27.41,WATER
80.87,31.58,81.71,33.27,99.75,0.0,0.0,83.73,32.34,NIGHT_OK
29.9,5.76,29.24,0.0,nan,139925.31,4.48,26.77,27.29,INSUFFICIENT_DATA
28.01,22.08,23.34,18.84,19.63,94708.25,2.8,32.2,35.04,WATER
73.81,8.58,66.99,4.49,79.98,0.0,0.0,84.24,33.12,NOT_ABLE_TO_WATER
84.93,14.46,33.5,16.82,33.31,157285.8,5.21,89.61,45.01,ANOMALY_DETECTED
40.18,36.34,22.12,35.36,0.32,140451.71,4.77,47.82,24.05,OK
54.76,36.81,83.23,33.73,100.0,0.0,0.0,63.49,30.42,NIGHT_OK
84.29,35.21,87.79,31.11,89.4,0.0,0.0,54.29,42.45,FUNGI_ALERT_EXCESS_WATER
60.03,15.04,52.66,15.02,66.85,157237.33,5.48,80.08,31.37,WATER
25.44,29.27,69.95,24.58,60.37,0.0,0.0,18.25,32.0,NOT_ABLE_TO_WATER
81.27,32.61,71.36,34.26,77.79,0.0,0.0,88.3,31.07,NIGHT_OK
83.93,10.17,24.59,9.99,15.84,0.0,0.0,94.21,26.16,LOW_TEMP_ALERT
16.29,26.76,60.02,23.67,62.96,0.0,0.0,70.17,25.32,NOT_ABLE_TO_WATER
72.31,7.64,47.81,4.46,55.85,0.0,0.0,87.02,30.42,NOT_ABLE_TO_WATER
21.26,22.54,36.25,20.64,35.55,157285.8,6.04,14.56,34.5,WATER
79.4,33.67,49.29,29.69,52.17,157285.8,4.92,88.02,27.9,OK
6.44,19.09,76.97,17.17,88.22,16483.3,0.98,37.69,24.0,NOT_ABLE_TO_WATER
83.53,44.25,37.22,45.14,45.09,0.0,0.0,89.08,33.45,NOT_ABLE_TO_VENTILATE
68.46,5.48,21.47,4.21,34.43,157285.8,4.29,43.18,33.05,EXCESS_WATER
69.65,41.61,90.03,41.2,79.61,47629.46,0.93,69.55,40.44,ANOMALY_DETECTED
61.12,24.46,91.98,26.33,96.78,0.0,0.0,28.71,31.85,FUNGI_ALERT_EXCESS_WATER
33.01,16.45,54.84,19.14,56.21,94529.26,3.48,29.62,34.23,WATER
17.59,17.31,65.92,16.53,71.61,0.0,0.0,16.17,34.53,NOT_ABLE_TO_WATER
26.69,40.61,55.45,41.78,66.59,35716.76,0.29,16.03,32.82,NOT_ABLE_TO_WATER
86.83,23.97,61.81,23.62,63.03,157285.8,0.02,92.78,29.34,OK
3.55,24.81,56.34,22.0,65.73,157285.8,4.08,11.98,39.6,ANOMALY_DETECTED
34.18,27.93,20.97,29.72,25.34,123927.36,3.88,60.09,25.96,WATER
67.34,25.27,70.6,23.28,83.02,12749.8,0.27,84.38,42.91,ANOMALY_DETECTED
39.04,27.8,86.03,26.38,88.07,9651.73,0.58,67.71,25.07,NOT_ABLE_TO_WATER
94.87,17.71,61.91,17.32,46.07,93211.17,0.01,84.89,27.62,OK
32.55,14.33,82.83,nan,91.96,45527.46,1.77,27.17,25.83,INSUFFICIENT_DATA
35.72,36.69,84.7,37.37,85.44,122572.21,3.72,37.87,30.88,WATER
63.3,36.33,25.2,33.15,38.05,157285.8,5.87,35.96,36.72,EXCESS_WATER
41.35,30.19,87.15,28.39,100.0,0.0,0.0,69.74,38.06,NOT_ABLE_TO_WATER
30.33,36.54,24.45,35.21,24.93,0.0,0.0,37.66,32.24,NOT_ABLE_TO_WATER
1.52,15.15,58.47,14.56,66.84,112012.43,4.82,71.65,29.0,WATER
43.3,11.86,86.65,7.57,100.0,0.0,0.0,81.0,25.29,NOT_ABLE_TO_WATER
87.12,23.14,60.91,21.53,73.38,114280.6,4.14,90.94,29.1,OK
52.16,25.21,21.84,22.18,33.07,116301.28,3.83,58.74,32.68,OK
98.83,41.96,31.76,43.33,54.23,9880.21,0.45,81.06,28.91,EXCESS_WATER
91.66,34.66,86.32,33.92,96.03,0.0,0.0,93.59,44.65,NIGHT_OK
15.13,35.07,44.76,33.81,55.37,0.0,0.0,61.81,35.75,NOT_ABLE_TO_WATER
29.44,11.88,74.69,8.7,76.75,0.0,0.0,24.82,24.25,NOT_ABLE_TO_WATER
25.16,30.46,82.58,33.94,85.02,0.0,0.0,29.38,29.02,NOT_ABLE_TO_WATER
76.56,36.38,43.96,34.8,40.72,22571.7,0.37,76.82,26.04,OK
56.49,35.35,34.71,35.3,42.03,0.0,0.0,55.06,31.73,NIGHT_OK
76.94,29.64,57.39,31.08,68.58,7561.97,0.32,81.95,32.28,LOW_LIGHT
65.57,41.63,41.75,41.45,46.18,0.0,0.0,67.31,25.31,NOT_ABLE_TO_VENTILATE
32.47,35.6,49.19,34.72,64.17,157285.8,0.11,33.92,24.02,NOT_ABLE_TO_WATER
55.4,33.67,67.02,30.34,71.08,0.0,0.0,80.21,31.11,NOT_ABLE_TO_WATER
16.28,37.44,51.69,40.1,64.82,0.0,0.0,14.74,34.43,NOT_ABLE_TO_WATER
8.51,36.15,40.95,33.87,43.98,1986.65,0.0,13.01,30.76,NOT_ABLE_TO_WATER
46.2,7.14,63.36,8.79,51.8,0.0,0.0,53.43,26.1,LOW_TEMP_ALERT
4.07,44.61,67.84,45.88,67.02,0.0,0.0,63.38,29.22,NOT_ABLE_TO_WATER
69.29,15.91,24.43,15.82,28.94,28919.45,0.66,80.95,30.64,NOT_ABLE_TO_WATER
73.05,9.07,67.98,6.95,72.43,0.0,0.0,75.89,29.16,LOW_TEMP_ALERT
61.25,9.47,86.63,5.92,91.02,0.0,0.0,64.09,31.48,LOW_TEMP_ALERT
19.94,22.98,35.55,20.37,32.0,157285.8,4.7,45.66,37.76,ANOMALY_DETECTED
14.43,29.14,90.67,26.69,100.0,0.0,0.0,14.6,30.21,NOT_ABLE_TO_WATER
87.62,24.92,77.06,23.51,87.67,0.0,0.0,65.49,32.76,FUNGI_ALERT_EXCESS_WATER
78.8,38.11,19.76,38.47,16.89,37861.16,0.92,84.06,31.61,HYDRIC_STRESS_ALERT
84.38,18.45,73.94,19.35,63.42,9001.61,0.53,84.84,35.98,LOW_LIGHT
95.66,25.78,66.49,26.63,67.16,0.0,0.0,21.85,24.02,FUNGI_ALERT_EXCESS_WATER
nan,40.58,21.96,40.21,24.74,0.0,0.0,83.36,27.52,INSUFFICIENT_DATA
40.0,33.57,44.92,32.86,63.21,0.0,0.0,46.07,36.12,NIGHT_OK
47.81,24.37,84.2,26.08,91.42,0.0,0.0,53.73,27.26,NIGHT_OK
68.39,36.18,19.39,34.88,5.48,43143.94,1.2,87.42,39.13,ANOMALY_DETECTED
57.28,40.69,71.76,36.33,69.54,78199.23,2.65,55.27,30.88,VENTILATE
100.0,nan,17.54,32.45,19.7,0.0,0.0,93.38,29.06,INSUFFICIENT_DATA
76.96,34.95,49.57,31.03,35.66,157285.8,4.44,73.03,25.33,OK
69.22,22.82,25.11,20.27,33.39,0.0,0.0,67.79,29.54,NIGHT_OK
56.89,35.4,74.3,31.69,78.3,125867.18,3.82,88.31,34.02,WATER
52.45,18.22,42.37,20.69,37.08,0.0,0.0,62.72,38.09,NOT_ABLE_TO_WATER
76.16,36.99,84.65,33.39,100.0,29941.07,0.12,76.13,26.41,OK
78.78,22.88,46.32,23.43,52.91,8826.61,0.38,87.51,34.22,LOW_LIGHT
83.09,22.44,30.22,23.59,27.06,147060.57,0.13,84.06,29.83,OK
43.81,17.92,18.93,13.74,22.22,157285.8,4.51,16.07,24.0,EXCESS_WATER
16.74,34.81,22.83,33.85,38.2,157285.8,6.32,38.13,33.28,WATER
89.94,11.32,51.34,14.02,60.14,114683.8,3.7,92.47,32.07,LOW_TEMP_ALERT
38.77,6.45,44.64,10.31,50.44,0.0,0.0,50.44,29.29,NOT_ABLE_TO_WATER
56.18,31.23,33.47,29.32,39.6,157285.8,5.63,13.08,30.12,EXCESS_WATER
40.45,8.21,90.58,6.32,96.05,157285.8,5.87,42.17,24.0,LOW_TEMP_ALERT
58.22,19.0,53.32,18.61,56.86,154647.48,5.52,20.62,24.0,EXCESS_WATER
97.21,10.04,35.13,8.53,50.24,46389.75,1.24,92.44,39.07,ANOMALY_DETECTED
65.65,6.3,42.46,5.07,nan,2540.05,0.2,65.24,26.25,INSUFFICIENT_DATA
47.77,30.23,41.81,29.11,48.77,157285.8,5.38,40.87,25.24,OK
67.66,28.51,50.33,24.32,51.31,6008.07,0.11,26.98,28.11,EXCESS_WATER
54.87,18.81,68.43,15.45,59.88,0.0,0.0,63.02,31.49,NIGHT_OK
64.38,24.37,90.0,24.1,94.3,157285.8,4.96,61.13,30.09,OK
27.87,32.72,82.49,28.62,78.28,157285.8,4.49,25.21,33.46,WATER
21.14,37.37,94.42,36.38,92.08,0.0,0.0,26.91,32.22,NOT_ABLE_TO_WATER
nan,20.52,44.77,19.13,52.45,76742.8,2.45,44.98,34.63,INSUFFICIENT_DATA
84.1,44.88,88.95,42.32,87.71,0.0,0.0,71.11,24.0,FUNGI_ALERT_EXCESS_WATER
46.83,30.31,34.15,27.06,32.01,2590.38,0.0,42.88,29.85,LOW_LIGHT
51.96,19.71,65.03,18.39,72.32,119938.86,3.82,57.11,35.15,OK
85.02,17.03,41.99,12.84,37.97,0.0,0.0,38.09,29.83,FUNGI_ALERT_EXCESS_WATER
43.42,7.03,76.95,2.61,75.51,157285.8,4.9,38.46,33.9,LOW_TEMP_ALERT
32.42,36.71,90.6,33.32,100.0,157285.8,5.16,31.31,32.05,WATER
57.3,16.94,36.34,15.41,30.15,15435.0,0.0,62.42,28.22,OK
39.78,12.63,34.27,13.61,38.98,0.0,0.0,44.81,30.69,NOT_ABLE_TO_WATER
18.84,24.12,76.9,20.21,72.95,28413.32,1.31,33.31,26.29,NOT_ABLE_TO_WATER
33.24,39.85,34.16,37.42,24.74,131325.04,4.33,30.46,27.1,WATER
44.32,35.13,55.37,31.38,38.38,0.0,0.0,43.69,28.43,NIGHT_OK
20.63,30.08,38.67,31.18,44.7,0.0,0.0,30.09,32.08,NOT_ABLE_TO_WATER
60.07,33.85,71.82,31.87,85.05,25698.84,1.19,53.21,31.1,OK
53.99,18.78,57.05,14.56,73.73,57572.67,1.35,50.3,30.82,LOW_TEMP_ALERT
16.35,27.84,21.03,26.61,18.37,0.0,0.0,66.46,27.37,NOT_ABLE_TO_WATER
86.92,14.0,51.71,11.17,53.88,0.0,0.0,88.89,29.68,LOW_TEMP_ALERT
77.38,9.49,89.34,12.18,84.07,157285.8,5.58,78.58,32.33,LOW_TEMP_ALERT
38.43,9.13,77.53,8.21,74.13,0.0,0.0,86.9,28.58,NOT_ABLE_TO_WATER
4.5,26.65,19.94,25.97,31.58,157285.8,5.9,11.88,29.31,WATER
55.04,20.32,52.17,22.96,61.21,106486.17,3.86,61.58,34.41,OK
52.46,18.79,66.71,18.02,74.46,0.0,0.0,34.86,29.36,FUNGI_ALERT_EXCESS_WATER
75.44,40.72,88.61,36.82,100.0,0.0,0.0,63.43,36.28,FUNGI_ALERT_EXCESS_WATER
35.62,14.52,84.15,14.09,94.07,2531.01,0.26,37.56,29.45,NOT_ABLE_TO_WATER
22.93,13.12,39.11,12.96,50.93,157285.8,5.07,56.94,27.5,WATER
50.51,5.76,88.58,3.12,95.1,0.0,0.0,47.49,27.48,LOW_TEMP_ALERT
40.14,31.57,65.21,28.07,60.92,157285.8,5.63,46.89,30.62,OK
35.45,43.72,44.05,40.28,48.26,157285.8,5.1,40.07,26.39,WATER
62.79,40.39,73.16,38.55,77.44,0.0,0.0,63.24,32.99,NOT_ABLE_TO_VENTILATE
84.93,26.83,80.3,25.25,87.38,157285.8,4.99,79.13,26.65,OK
71.74,11.77,45.96,8.59,59.44,157285.8,6.13,83.63,32.38,WATER
18.02,25.38,26.22,22.71,30.51,0.0,0.0,18.23,27.03,NOT_ABLE_TO_WATER
35.75,39.85,69.57,38.78,90.36,0.0,0.0,64.63,40.2,NOT_ABLE_TO_WATER
58.11,30.84,47.18,24.36,61.96,0.0,0.0,59.69,33.34,NIGHT_OK
42.25,9.75,43.03,10.23,60.91,39855.42,1.13,15.1,26.21,EXCESS_WATER
54.92,23.15,63.29,22.3,75.12,157285.8,6.11,54.65,31.6,OK
98.23,41.84,58.56,37.56,62.04,0.0,0.0,65.19,25.36,FUNGI_ALERT_EXCESS_WATER
43.19,38.14,20.6,38.4,29.68,157285.8,4.62,48.93,33.98,HYDRIC_STRESS_ALERT
65.57,20.01,28.27,14.96,35.7,0.0,0.0,66.36,24.0,LOW_TEMP_ALERT
25.29,33.37,43.6,31.97,51.81,33908.58,0.44,29.86,34.95,NOT_ABLE_TO_WATER
83.91,19.18,40.84,18.13,32.63,0.0,0.0,78.07,28.58,NIGHT_OK
8.19,26.59,83.91,26.17,94.02,0.0,0.0,40.79,28.92,NOT_ABLE_TO_WATER
21.6,22.96,28.75,23.35,30.27,0.0,0.0,20.09,26.98,NOT_ABLE_TO_WATER
54.7,27.01,22.75,27.34,14.57,0.0,0.0,54.21,28.39,NIGHT_OK
24.48,21.14,27.4,22.87,34.72,0.0,0.0,38.54,36.81,NOT_ABLE_TO_WATER
12.82,18.22,48.83,12.15,51.85,0.0,0.0,74.03,33.01,NOT_ABLE_TO_WATER
43.49,33.36,48.82,32.83,53.77,29650.95,0.1,68.12,30.67,NOT_ABLE_TO_WATER
43.13,20.67,54.53,22.23,61.72,0.0,0.0,44.78,28.51,NIGHT_OK
89.34,15.3,84.65,10.87,96.63,2891.12,0.26,37.31,27.57,FUNGI_ALERT_EXCESS_WATER
29.5,39.07,37.66,33.32,50.45,157285.8,5.98,73.18,25.94,WATER
43.87,38.89,89.2,40.47,100.0,0.0,0.0,31.03,32.29,FUNGI_ALERT_EXCESS_WATER
19.66,33.48,36.21,32.63,33.7,95473.41,3.36,18.33,30.22,WATER
7.81,35.9,61.2,34.86,41.62,157285.8,0.03,71.74,24.0,NOT_ABLE_TO_WATER
95.68,15.71,21.51,17.35,31.48,0.0,0.0,73.22,28.94,FUNGI_ALERT_EXCESS_WATER
81.21,36.76,71.79,36.34,73.34,0.0,0.0,62.68,26.89,FUNGI_ALERT_EXCESS_WATER
25.86,10.02,64.98,9.31,89.3,157285.8,0.11,57.66,29.59,NOT_ABLE_TO_WATER
16.69,12.11,65.05,10.39,83.9,77591.27,2.68,19.39,28.28,WATER
86.6,10.57,87.16,7.18,97.28,157285.8,5.18,86.21,30.83,LOW_TEMP_ALERT
54.24,28.31,28.29,26.46,31.85,157285.8,6.16,25.84,30.51,EXCESS_WATER
73.7,36.35,45.04,34.02,61.92,495.69,0.24,77.44,35.57,LOW_LIGHT
42.58,23.56,40.65,23.26,48.4,0.0,0.0,70.97,24.0,NOT_ABLE_TO_WATER
26.98,6.41,78.22,7.43,95.93,157285.8,5.93,32.77,32.1,WATER
70.36,6.04,65.67,5.29,77.89,157285.8,5.74,88.28,31.87,WATER
55.0,15.08,91.76,16.71,94.28,42669.65,1.12,48.12,34.67,OK
61.87,9.44,43.97,10.0,47.45,157285.8,5.31,79.86,30.1,WATER
83.87,31.79,62.03,30.28,70.54,0.0,0.0,92.12,33.22,NIGHT_OK
80.6,15.65,35.99,17.25,46.19,0.0,0.0,92.55,36.58,NIGHT_OK
72.24,18.19,56.72,19.33,69.64,28909.9,0.98,69.22,30.13,OK
41.79,29.03,40.93,27.97,37.89,73148.96,3.17,81.94,41.84,ANOMALY_DETECTED
29.84,36.66,83.32,34.93,91.46,0.0,0.0,41.76,28.72,NOT_ABLE_TO_WATER
39.97,35.6,54.16,34.07,67.92,826.81,0.0,59.21,35.14,NOT_ABLE_TO_WATER
42.59,29.47,51.98,30.13,66.68,0.0,0.0,12.5,31.74,FUNGI_ALERT_EXCESS_WATER
nan,5.97,50.71,5.37,56.12,157285.8,5.33,41.53,34.68,INSUFFICIENT_DATA
