soil_moisture_(%),env_temperature_(°C),env_humidity_(%),plants_temp_(°C),plants_hum_(%),light_intensity_(lux),power_(W),soil_moisture_baseline,label
78.9,27.03,59.92,26.39,65.37,42623.4,1.17,72.35,OK
83.1,44.82,72.91,41.47,94.03,17065.63,1.05,90.42,NOT_ABLE_TO_VENTILATE
80.33,26.75,61.05,25.76,61.61,0.0,0.0,27.23,FUNGI_ALERT_EXCESS_WATER
5.02,44.66,86.86,40.87,92.27,7941.92,0.0,32.89,NOT_ABLE_TO_WATER
18.28,14.78,48.96,11.73,47.74,157285.8,5.2,16.06,WATER
50.09,10.55,57.09,7.91,61.64,0.0,0.0,47.57,LOW_TEMP_ALERT
79.54,8.62,83.9,3.09,97.82,40522.37,2.55,76.59,LOW_TEMP_ALERT
30.93,15.73,24.83,nan,31.08,0.0,0.0,27.08,INSUFFICIENT_DATA
60.04,10.23,44.89,3.07,46.87,48968.46,1.36,65.91,LOW_TEMP_ALERT
79.72,28.41,18.66,28.48,19.16,157285.8,0.14,80.29,OK
13.83,42.19,62.2,40.57,64.32,8625.83,0.0,87.28,NOT_ABLE_TO_WATER
49.93,44.46,29.69,44.89,23.98,0.0,0.0,57.87,HYDRIC_STRESS_ALERT
49.25,13.68,57.25,11.12,81.82,125111.28,4.17,58.62,LOW_TEMP_ALERT
60.0,5.41,38.89,4.63,46.59,7713.75,0.79,14.81,EXCESS_WATER
32.95,24.92,16.17,21.87,17.55,0.0,0.0,37.91,NOT_ABLE_TO_WATER
96.1,26.35,58.79,27.14,63.63,0.0,0.0,89.98,OK
86.16,16.01,52.95,16.28,60.71,12489.42,0.04,81.03,OK
92.61,22.75,55.29,nan,68.87,0.0,0.0,91.06,INSUFFICIENT_DATA
96.73,nan,38.5,11.27,48.87,8657.77,0.24,93.36,INSUFFICIENT_DATA
36.73,17.91,75.72,14.88,73.94,157285.8,5.84,25.11,WATER
63.59,43.74,78.78,41.21,83.34,365.86,0.33,58.14,NOT_ABLE_TO_VENTILATE
41.96,28.97,44.94,25.39,62.0,6732.63,0.67,34.59,LOW_LIGHT
87.53,32.69,33.69,27.9,32.96,0.0,0.0,88.96,OK
45.18,31.1,90.3,27.76,98.33,3723.97,0.0,44.22,LOW_LIGHT
63.77,17.66,74.76,15.59,70.82,142161.55,4.8,64.21,OK
55.88,31.91,69.41,30.9,76.92,157285.8,5.07,55.06,OK
78.6,39.85,40.81,36.41,35.82,59091.24,2.53,30.79,EXCESS_WATER
54.39,22.53,33.96,21.47,38.57,157285.8,5.19,52.96,OK
85.33,41.51,41.04,38.97,51.14,0.0,0.0,29.85,FUNGI_ALERT_EXCESS_WATER
36.64,32.27,27.3,30.99,16.16,3904.75,0.12,39.38,NOT_ABLE_TO_WATER
62.61,39.67,70.08,33.8,77.17,157285.8,0.09,57.31,OK
1.59,33.06,39.7,32.07,41.09,0.0,0.0,54.17,NOT_ABLE_TO_WATER
16.48,18.48,18.06,17.62,21.38,39436.54,1.22,18.49,NOT_ABLE_TO_WATER
59.73,30.96,48.24,26.23,53.15,48753.08,1.73,89.09,NOT_ABLE_TO_WATER
8.88,28.14,76.62,26.33,91.35,157285.8,5.78,17.21,WATER
69.54,38.03,89.76,37.64,88.27,113583.42,4.36,67.06,VENTILATE
27.72,41.41,49.29,41.67,59.54,157285.8,5.55,28.11,WATER
74.79,27.11,83.4,26.35,83.94,3635.79,0.82,43.73,FUNGI_ALERT_EXCESS_WATER
18.21,44.96,90.23,41.58,100.0,0.0,0.0,21.02,NOT_ABLE_TO_WATER
40.58,38.7,18.4,39.51,14.23,147012.77,6.16,48.8,VENTILATE
84.94,5.9,75.93,3.77,85.11,157285.8,5.19,17.64,FUNGI_ALERT_EXCESS_WATER
27.07,13.06,21.19,12.41,23.97,136667.34,4.05,34.65,WATER
23.33,8.87,56.0,8.51,69.05,0.0,0.0,65.65,NOT_ABLE_TO_WATER
81.15,44.62,28.65,39.84,39.18,157285.8,6.03,89.26,HYDRIC_STRESS_ALERT
43.31,9.61,87.36,10.45,91.05,48554.62,1.65,76.44,NOT_ABLE_TO_WATER
30.53,35.81,18.5,34.14,22.09,1801.88,0.0,34.97,NOT_ABLE_TO_WATER
73.98,26.29,48.05,28.98,45.65,0.0,0.0,70.98,OK
69.72,36.54,30.17,36.96,32.55,0.0,0.0,68.45,NOT_ABLE_TO_VENTILATE
26.13,38.97,52.5,38.05,50.83,157285.8,5.29,25.61,WATER
46.53,34.21,48.35,33.87,53.9,157285.8,6.24,38.08,OK
0.44,16.12,19.97,14.85,10.56,36447.03,0.86,83.5,NOT_ABLE_TO_WATER
27.71,26.22,89.64,24.85,98.84,157285.8,4.65,16.52,WATER
24.64,5.51,64.63,4.16,66.55,0.0,0.0,32.18,NOT_ABLE_TO_WATER
27.85,10.63,74.72,10.57,79.89,39553.09,2.41,63.56,WATER
38.21,16.88,27.09,19.04,39.28,74997.25,2.92,33.48,WATER
68.35,33.17,82.08,31.21,100.0,56806.11,0.14,36.02,FUNGI_ALERT_EXCESS_WATER
89.33,20.79,54.34,19.23,59.27,32045.38,0.98,83.48,OK
40.7,26.24,23.07,25.53,19.97,65170.6,2.02,37.74,OK
25.72,29.74,79.85,30.12,83.99,157285.8,4.63,27.49,WATER
80.59,6.76,23.51,6.37,23.49,0.0,0.0,85.23,LOW_TEMP_ALERT
57.45,18.82,31.96,16.84,48.07,3685.02,0.36,50.74,LOW_LIGHT
50.7,20.43,36.15,18.36,50.4,0.0,0.0,48.95,OK
70.81,6.5,69.22,8.82,61.76,157285.8,4.04,60.8,LOW_TEMP_ALERT
94.81,23.32,33.11,20.93,29.56,157285.8,4.25,59.42,EXCESS_WATER
42.97,23.54,78.58,25.67,93.55,154194.94,5.94,48.82,OK
49.31,16.18,80.96,10.93,66.43,53952.2,1.9,42.55,LOW_TEMP_ALERT
68.85,41.33,49.13,40.02,56.51,99404.02,4.23,12.43,EXCESS_WATER
44.3,26.29,67.91,23.33,69.79,1710.65,0.0,47.93,LOW_LIGHT
26.19,42.09,80.61,41.08,84.61,0.0,0.0,14.22,NOT_ABLE_TO_WATER
92.58,24.02,85.23,22.5,86.26,0.0,0.0,80.72,OK
69.91,19.55,45.54,14.68,42.5,157285.8,5.27,74.39,LOW_TEMP_ALERT
30.9,20.0,33.1,16.05,43.53,23341.11,0.37,25.29,NOT_ABLE_TO_WATER
66.44,42.04,39.73,38.01,58.83,3967.5,0.0,59.16,NOT_ABLE_TO_VENTILATE
62.04,33.85,85.64,30.23,95.4,0.0,0.0,65.97,OK
83.7,22.31,61.73,17.49,65.77,82178.1,2.91,86.64,OK
44.53,39.36,15.8,37.12,17.75,157285.8,5.38,79.87,WATER
63.7,29.75,60.38,31.13,54.45,157285.8,5.24,53.53,OK
42.16,35.44,70.84,35.2,82.41,0.0,0.0,47.89,OK
49.63,16.45,64.35,15.6,71.0,157285.8,4.83,40.07,OK
76.9,41.15,53.98,40.39,71.71,0.0,0.0,77.49,NOT_ABLE_TO_VENTILATE
40.96,35.34,65.31,33.5,67.32,48786.49,1.55,43.14,OK
89.41,14.05,70.31,12.26,76.65,157285.8,6.31,42.84,FUNGI_ALERT_EXCESS_WATER
16.05,38.31,15.6,36.32,9.8,0.0,0.0,14.8,NOT_ABLE_TO_WATER
96.13,7.73,19.2,10.27,35.44,0.0,0.0,92.83,LOW_TEMP_ALERT
8.6,8.57,33.99,7.1,33.15,1866.28,0.0,12.21,NOT_ABLE_TO_WATER
52.29,10.31,29.65,10.1,40.33,9132.83,0.32,45.22,LOW_TEMP_ALERT
31.82,29.63,28.91,28.49,53.81,0.0,0.0,66.93,NOT_ABLE_TO_WATER
3.7,32.38,54.65,32.11,67.28,66450.77,2.27,12.05,WATER
6.52,17.84,61.72,13.27,58.86,0.0,0.0,26.97,NOT_ABLE_TO_WATER
71.57,6.11,72.89,2.1,75.21,0.0,0.0,80.23,LOW_TEMP_ALERT
16.13,25.39,72.93,21.96,63.82,157285.8,5.38,25.88,WATER
21.78,41.23,27.0,37.48,34.32,44992.44,1.5,68.14,NOT_ABLE_TO_WATER
39.1,33.07,51.5,30.35,43.93,148941.28,0.13,40.01,NOT_ABLE_TO_WATER
26.24,40.49,30.91,38.83,31.45,157285.8,5.14,28.0,WATER
52.35,32.14,85.52,30.68,94.37,32103.36,1.56,52.11,OK
nan,36.22,75.2,37.07,89.81,52636.07,1.51,72.69,INSUFFICIENT_DATA
64.92,7.52,79.61,7.19,66.97,0.0,0.0,43.88,FUNGI_ALERT_EXCESS_WATER
52.07,14.46,80.47,10.63,73.61,157285.8,4.7,67.02,LOW_TEMP_ALERT
51.62,17.38,80.19,16.32,92.98,42512.69,2.04,52.43,OK
96.43,18.98,41.41,17.01,51.38,0.0,0.0,69.78,FUNGI_ALERT_EXCESS_WATER
41.11,14.02,54.57,13.35,58.4,157285.8,4.76,46.68,LOW_TEMP_ALERT
87.54,25.86,68.14,24.31,79.83,157285.8,5.19,91.61,OK
14.52,37.89,33.99,37.04,54.86,0.0,0.0,22.87,NOT_ABLE_TO_WATER
98.55,33.91,27.23,30.36,40.62,0.0,0.0,21.64,FUNGI_ALERT_EXCESS_WATER
64.7,23.1,65.1,20.04,83.83,157285.8,5.74,64.28,OK
4.51,20.15,51.06,18.15,63.67,157285.8,3.52,23.44,WATER
20.41,36.0,76.71,30.67,77.04,26928.13,0.93,25.8,NOT_ABLE_TO_WATER
34.98,23.48,33.12,23.12,47.03,1563.8,0.61,29.17,NOT_ABLE_TO_WATER
0.43,43.61,35.64,40.11,37.88,44099.09,1.03,94.36,NOT_ABLE_TO_WATER
24.92,21.78,16.04,18.61,34.74,157285.8,5.77,40.35,WATER
26.21,20.3,27.45,21.51,26.26,0.0,0.0,49.26,NOT_ABLE_TO_WATER
30.02,34.05,93.85,33.77,98.66,0.0,0.0,42.55,NOT_ABLE_TO_WATER
68.02,29.44,60.68,28.43,87.4,5844.19,0.57,76.86,LOW_LIGHT
40.0,44.41,45.28,41.24,58.43,0.0,0.0,28.85,NOT_ABLE_TO_VENTILATE
46.04,34.93,46.58,32.92,47.55,157285.8,5.52,80.88,WATER
89.93,22.75,74.29,21.41,72.55,157285.8,5.17,85.83,OK
73.97,28.9,31.72,26.21,43.6,157285.8,5.47,75.36,OK
53.5,34.58,40.0,33.74,58.79,0.0,0.0,34.68,FUNGI_ALERT_EXCESS_WATER
78.98,19.51,66.25,17.23,73.55,157285.8,5.24,32.92,EXCESS_WATER
77.22,12.74,73.18,8.74,82.71,132693.68,4.55,78.8,LOW_TEMP_ALERT
64.14,24.49,32.29,24.68,32.59,0.0,0.0,72.48,OK
29.87,20.03,94.82,17.64,100.0,1073.76,0.0,30.93,NOT_ABLE_TO_WATER
6.71,23.41,71.22,23.93,77.6,4596.72,0.52,12.96,NOT_ABLE_TO_WATER
34.31,30.48,43.67,31.18,45.38,26304.5,0.99,34.89,NOT_ABLE_TO_WATER
47.49,23.98,48.12,24.78,67.08,153287.02,4.95,49.44,OK
65.11,16.63,28.54,19.29,39.47,157285.8,5.19,12.01,EXCESS_WATER
73.48,6.24,23.6,2.71,24.54,0.0,0.0,55.69,FUNGI_ALERT_EXCESS_WATER
30.85,42.01,32.96,40.19,36.53,157285.8,3.91,93.27,WATER
1.3,12.83,17.81,9.03,20.97,157285.8,6.06,19.08,WATER
3.06,19.4,28.99,14.16,48.84,17444.7,0.36,31.81,NOT_ABLE_TO_WATER
36.13,27.67,61.63,22.88,75.41,0.0,0.0,36.94,NOT_ABLE_TO_WATER
73.56,14.03,82.76,11.54,100.0,0.0,0.0,57.38,FUNGI_ALERT_EXCESS_WATER
53.38,35.51,27.32,36.45,36.77,0.0,0.0,62.13,NOT_ABLE_TO_VENTILATE
84.02,11.54,20.42,7.51,14.69,157285.8,5.91,79.33,LOW_TEMP_ALERT
29.56,14.01,81.41,10.93,93.94,0.0,0.0,64.39,NOT_ABLE_TO_WATER
41.65,16.49,62.97,14.74,64.87,24680.74,0.45,41.31,LOW_TEMP_ALERT
44.4,30.37,62.48,28.92,71.21,89741.37,3.35,35.1,OK
1.5,6.39,82.81,5.03,73.78,0.0,0.0,74.04,NOT_ABLE_TO_WATER
14.51,28.06,29.24,29.57,32.5,0.0,0.0,92.23,NOT_ABLE_TO_WATER
29.69,8.53,49.13,7.49,41.6,157285.8,5.43,53.45,WATER
38.28,41.69,72.13,38.89,44.1,154851.51,0.13,37.5,NOT_ABLE_TO_WATER
32.84,34.97,27.67,32.87,34.44,7686.07,0.0,23.54,NOT_ABLE_TO_WATER
32.06,38.77,85.74,36.04,82.38,0.0,0.0,31.32,NOT_ABLE_TO_WATER
14.7,17.26,30.85,16.5,31.21,734.21,0.08,14.81,NOT_ABLE_TO_WATER
63.28,10.53,18.48,8.51,23.2,2603.92,0.0,67.73,LOW_TEMP_ALERT
45.04,44.81,45.21,42.71,47.3,157285.8,4.86,41.5,VENTILATE
82.27,9.44,62.71,10.31,58.17,49894.52,1.15,82.88,LOW_TEMP_ALERT
43.83,37.91,43.44,38.81,55.9,17248.52,0.56,10.9,EXCESS_WATER
44.03,43.09,38.72,43.74,41.22,157285.8,6.11,43.78,VENTILATE
35.86,37.5,42.36,36.76,53.83,6218.86,0.26,73.57,NOT_ABLE_TO_WATER
84.86,5.5,67.52,4.82,68.01,157285.8,0.0,87.83,LOW_TEMP_ALERT
60.52,23.78,17.71,22.72,29.55,0.0,0.0,59.81,OK
9.38,12.52,31.35,9.86,34.84,157285.8,4.46,26.95,WATER
32.45,27.33,72.52,24.21,89.89,157285.8,4.76,86.9,WATER
36.7,22.17,50.19,23.19,68.41,157285.8,0.12,13.65,NOT_ABLE_TO_WATER
56.89,23.24,41.47,20.27,43.98,9004.0,0.0,60.85,LOW_LIGHT
30.98,17.18,63.92,14.48,69.22,14012.92,0.43,39.35,NOT_ABLE_TO_WATER
22.58,37.37,16.69,34.62,20.08,0.0,0.0,24.62,NOT_ABLE_TO_WATER
96.64,22.97,66.64,18.76,68.09,157285.8,4.49,72.02,EXCESS_WATER
36.97,30.99,15.79,28.13,0.0,0.0,0.0,28.39,NOT_ABLE_TO_WATER
77.31,6.02,85.75,6.94,89.68,0.0,0.0,78.69,LOW_TEMP_ALERT
46.08,36.54,56.87,31.96,63.35,0.0,0.0,44.98,OK
28.22,19.66,46.88,21.01,39.4,0.0,0.0,90.58,NOT_ABLE_TO_WATER
28.3,27.62,22.44,29.13,35.35,0.0,0.0,28.59,NOT_ABLE_TO_WATER
73.96,39.51,15.49,37.43,20.1,157285.8,6.57,38.85,EXCESS_WATER
76.55,29.03,43.79,31.22,28.49,157285.8,4.45,80.12,OK
94.47,41.09,46.77,38.78,52.57,0.0,0.0,83.98,NOT_ABLE_TO_VENTILATE
77.05,31.82,91.35,30.87,92.93,0.0,0.0,70.8,OK
4.35,34.02,53.07,31.9,64.95,64333.46,2.42,21.62,WATER
83.43,29.26,52.37,26.39,61.5,31094.83,0.02,87.97,OK
26.55,29.46,30.42,29.9,36.45,0.0,0.0,62.36,NOT_ABLE_TO_WATER
94.86,31.05,38.75,31.7,42.82,0.0,0.0,93.58,OK
46.02,18.68,55.68,15.87,65.38,0.0,0.0,77.76,NOT_ABLE_TO_WATER
54.09,44.39,23.65,43.48,31.45,61880.82,2.58,70.95,WATER
60.73,27.33,71.57,23.75,81.38,0.0,0.0,63.59,OK
74.81,40.26,74.92,39.03,87.64,5341.71,0.0,85.66,NOT_ABLE_TO_VENTILATE
25.67,9.07,54.76,5.95,59.82,157285.8,5.51,79.9,WATER
38.29,28.18,40.44,33.04,51.6,54359.74,1.99,37.87,NOT_ABLE_TO_WATER
69.87,30.52,92.52,29.72,98.5,0.0,0.0,83.41,OK
3.12,31.98,25.73,32.52,33.71,13569.96,0.46,45.04,NOT_ABLE_TO_WATER
38.14,25.71,94.99,21.49,97.31,157285.8,5.98,29.61,WATER
6.86,36.65,80.9,34.55,89.8,114008.73,3.98,24.53,WATER
87.96,32.43,79.55,30.38,83.63,2575.14,0.02,46.12,FUNGI_ALERT_EXCESS_WATER
49.68,33.07,56.32,32.18,67.56,0.0,0.0,24.61,FUNGI_ALERT_EXCESS_WATER
29.36,37.98,90.87,39.85,99.03,0.0,0.0,26.06,NOT_ABLE_TO_WATER
80.72,10.17,28.29,7.85,30.59,5645.31,0.46,75.69,LOW_TEMP_ALERT
9.17,7.64,89.43,5.63,95.3,12974.18,0.68,16.8,NOT_ABLE_TO_WATER
21.72,30.55,21.13,29.51,23.45,157285.8,5.13,16.52,WATER
20.29,nan,42.6,17.0,43.34,44684.57,0.94,21.02,INSUFFICIENT_DATA
9.63,32.47,52.57,31.66,62.28,0.0,0.0,12.3,NOT_ABLE_TO_WATER
79.34,33.92,86.48,30.71,100.0,0.0,0.0,16.19,FUNGI_ALERT_EXCESS_WATER
59.65,31.96,73.6,31.89,63.32,0.0,0.0,54.4,OK
49.06,16.9,25.51,14.24,22.2,0.0,0.0,93.87,NOT_ABLE_TO_WATER
57.44,18.91,28.98,21.55,31.37,157285.8,5.55,55.36,OK
83.31,38.92,24.19,37.55,32.47,0.0,0.0,85.93,NOT_ABLE_TO_VENTILATE
31.13,34.72,55.81,31.91,69.49,0.0,0.0,36.3,NOT_ABLE_TO_WATER
16.41,15.23,72.3,16.23,71.84,157285.8,5.88,56.93,WATER
89.06,11.19,33.59,11.75,43.95,67306.45,2.38,86.2,LOW_TEMP_ALERT
97.85,18.73,61.87,16.42,65.83,0.0,0.0,15.17,FUNGI_ALERT_EXCESS_WATER
20.86,16.06,23.89,15.8,41.74,0.0,0.0,25.72,NOT_ABLE_TO_WATER
21.56,44.3,24.14,45.49,19.42,141074.79,4.75,21.08,WATER
20.43,38.64,49.43,36.65,59.66,157285.8,4.25,24.02,WATER
72.87,41.34,79.2,40.15,68.02,47847.57,1.38,40.56,FUNGI_ALERT_EXCESS_WATER
36.38,34.25,77.47,30.15,89.02,47569.0,1.82,26.67,NOT_ABLE_TO_WATER
18.63,23.16,59.6,20.69,76.62,157285.8,5.32,14.61,WATER
49.97,43.98,72.91,44.85,75.84,157285.8,6.08,45.68,VENTILATE
75.17,39.72,38.88,40.01,33.42,0.0,0.0,76.82,NOT_ABLE_TO_VENTILATE
8.53,43.68,16.06,42.96,27.68,41763.13,1.59,22.56,NOT_ABLE_TO_WATER
18.97,19.33,81.01,14.89,90.23,0.0,0.0,13.16,NOT_ABLE_TO_WATER
64.35,11.56,39.64,10.34,44.32,157285.8,5.43,48.43,EXCESS_WATER
34.39,29.54,44.54,30.16,33.56,0.0,0.0,23.77,NOT_ABLE_TO_WATER
76.15,7.18,56.6,5.14,62.02,82070.56,3.23,81.64,LOW_TEMP_ALERT
89.02,19.62,56.29,17.95,53.13,41158.44,1.19,31.0,EXCESS_WATER
19.13,7.89,75.38,3.43,71.8,0.0,0.0,17.19,NOT_ABLE_TO_WATER
77.01,20.73,84.21,19.04,99.35,38913.96,0.87,75.9,OK
83.0,30.61,85.18,27.31,81.78,0.0,0.0,78.0,OK
52.82,39.04,42.61,36.39,40.76,11760.64,0.37,55.16,NOT_ABLE_TO_VENTILATE
86.33,15.43,64.23,14.07,63.59,147047.58,3.85,57.2,EXCESS_WATER
94.57,27.21,32.86,24.92,43.78,157285.8,5.8,44.95,EXCESS_WATER
22.35,40.43,82.95,34.09,88.89,68525.92,1.97,22.97,NOT_ABLE_TO_WATER
17.58,15.33,61.14,13.88,58.43,2689.12,0.1,93.16,NOT_ABLE_TO_WATER
86.91,10.18,21.31,8.29,19.87,3555.44,0.0,86.52,LOW_TEMP_ALERT
89.55,44.43,70.56,39.42,94.15,37052.24,1.71,89.4,NOT_ABLE_TO_VENTILATE
45.23,10.86,33.58,9.7,30.06,0.0,0.0,44.61,LOW_TEMP_ALERT
83.18,31.61,30.88,30.9,35.36,157285.8,4.18,72.48,OK
63.05,11.74,35.68,9.42,29.63,19863.92,1.16,65.61,LOW_TEMP_ALERT
20.38,32.46,30.22,27.87,41.35,121526.11,4.34,22.85,WATER
91.13,19.83,49.8,17.56,53.24,0.0,0.0,91.27,OK
51.51,22.17,42.72,23.64,54.69,0.0,0.0,55.42,OK
44.85,34.51,43.71,32.61,42.45,0.0,0.0,47.29,OK
56.04,25.52,25.62,25.96,21.19,45136.55,1.52,93.17,NOT_ABLE_TO_WATER
74.91,14.58,35.64,15.06,34.31,73317.23,2.83,75.39,OK
51.22,9.04,36.34,8.12,26.95,0.0,0.0,52.41,LOW_TEMP_ALERT
70.55,33.02,56.98,31.3,77.51,6481.34,0.6,72.04,LOW_LIGHT
85.87,28.6,49.83,30.96,62.19,0.0,0.0,74.53,OK
80.6,43.38,93.69,38.77,100.0,0.0,0.0,79.78,NOT_ABLE_TO_VENTILATE
14.77,34.05,36.89,31.34,31.06,157285.8,4.33,72.37,WATER
44.17,39.72,27.09,39.86,29.3,0.0,0.0,25.65,FUNGI_ALERT_EXCESS_WATER
7.32,18.92,52.56,15.44,62.97,42347.43,1.87,71.17,NOT_ABLE_TO_WATER
60.71,7.0,24.81,4.39,30.7,29151.54,0.09,59.39,LOW_TEMP_ALERT
44.91,12.48,63.81,13.96,78.7,13464.2,0.95,80.96,NOT_ABLE_TO_WATER
80.22,19.28,15.27,18.11,36.94,0.0,0.0,75.89,OK
67.35,30.97,51.84,31.58,62.38,0.0,0.0,26.95,FUNGI_ALERT_EXCESS_WATER
65.81,23.09,73.45,22.33,68.57,73482.34,2.91,67.22,OK
59.69,42.79,79.63,41.77,93.38,147270.88,6.05,57.15,VENTILATE
49.07,24.14,82.39,21.4,100.0,0.0,0.0,48.89,OK
83.99,31.94,91.91,29.96,100.0,0.0,0.0,89.99,OK
67.63,15.83,76.37,15.59,85.4,674.22,0.12,21.61,FUNGI_ALERT_EXCESS_WATER
25.99,13.88,23.86,11.97,23.23,157285.8,5.06,42.8,WATER
59.78,23.31,47.05,20.96,46.35,0.0,0.0,58.49,OK
36.44,12.64,18.09,11.06,14.71,157285.8,5.01,40.61,WATER
36.46,41.12,50.73,39.43,49.25,4257.18,0.0,30.28,NOT_ABLE_TO_WATER
37.23,34.25,42.11,30.38,41.31,0.0,0.0,41.64,NOT_ABLE_TO_WATER
90.02,22.7,62.09,20.87,66.96,28692.76,1.08,93.49,OK
3.48,18.42,15.26,14.76,26.23,1585.63,0.09,9.91,NOT_ABLE_TO_WATER
56.15,36.14,33.26,34.92,32.61,0.0,0.0,52.93,OK
9.49,6.35,89.46,4.74,90.4,0.0,0.0,51.62,NOT_ABLE_TO_WATER
44.2,11.62,19.87,7.76,27.62,0.0,0.0,41.02,LOW_TEMP_ALERT
22.44,18.61,61.89,16.5,63.55,0.0,0.0,63.85,NOT_ABLE_TO_WATER
97.32,34.96,72.49,33.79,86.13,157285.8,4.56,90.28,OK
80.4,36.42,29.77,33.68,33.34,157285.8,5.58,87.31,OK
40.41,44.6,75.31,42.59,91.16,0.0,0.0,30.01,NOT_ABLE_TO_VENTILATE
67.16,32.48,27.88,26.79,30.54,157285.8,5.53,53.58,OK
90.38,28.07,91.52,25.92,100.0,157285.8,0.14,29.18,FUNGI_ALERT_EXCESS_WATER
91.58,20.94,47.84,15.57,57.45,157285.8,5.64,25.6,EXCESS_WATER
99.14,27.59,45.67,22.89,55.3,56758.76,2.27,65.39,EXCESS_WATER
39.96,42.7,72.5,39.78,74.81,0.0,0.0,39.67,NOT_ABLE_TO_WATER
1.38,26.41,23.86,29.02,21.73,0.0,0.0,42.06,NOT_ABLE_TO_WATER
79.29,26.67,56.43,22.39,61.79,0.0,0.0,82.44,OK
70.78,40.21,53.41,40.23,61.2,157285.8,4.82,75.33,VENTILATE
56.2,37.24,29.35,33.84,22.1,157285.8,6.22,56.2,OK
68.0,23.75,55.1,21.49,41.47,0.0,0.0,57.22,OK
26.19,11.08,48.19,11.85,45.57,43199.76,1.46,31.15,NOT_ABLE_TO_WATER
71.2,28.6,69.82,30.46,60.59,12797.44,0.14,68.32,OK
21.61,30.72,36.94,30.11,45.09,0.0,0.0,20.67,NOT_ABLE_TO_WATER
33.61,33.17,74.33,32.78,82.0,157285.8,5.18,36.26,WATER
46.11,9.13,42.3,8.38,38.78,30877.74,1.75,48.27,LOW_TEMP_ALERT
83.95,34.89,86.59,34.14,90.2,98805.83,1.96,50.87,FUNGI_ALERT_EXCESS_WATER
79.64,10.04,91.39,7.51,100.0,8014.79,0.51,42.3,FUNGI_ALERT_EXCESS_WATER
39.67,31.13,57.41,27.76,69.06,0.0,0.0,31.63,NOT_ABLE_TO_WATER
53.61,31.26,32.35,30.05,30.4,157285.8,0.0,44.13,OK
32.37,14.88,73.39,13.37,80.72,0.0,0.0,30.13,NOT_ABLE_TO_WATER
39.77,32.83,25.89,32.55,20.73,2147.7,0.11,78.66,NOT_ABLE_TO_WATER
92.77,43.34,80.85,45.35,71.89,0.0,0.0,88.46,NOT_ABLE_TO_VENTILATE
24.21,37.12,44.54,36.85,41.96,0.0,0.0,14.27,NOT_ABLE_TO_WATER
28.12,7.1,49.28,8.79,41.85,157285.8,4.79,21.11,WATER
78.56,6.68,88.45,8.44,88.1,0.0,0.0,16.91,FUNGI_ALERT_EXCESS_WATER
36.47,44.43,15.13,43.67,20.63,83328.59,2.51,33.76,WATER
56.28,28.59,16.95,26.47,21.76,6477.85,0.5,63.24,LOW_LIGHT
55.51,6.46,80.69,4.63,100.0,12286.06,0.45,62.06,LOW_TEMP_ALERT
32.67,9.47,55.91,4.31,56.48,0.0,0.0,36.35,NOT_ABLE_TO_WATER
40.02,33.95,82.68,33.72,77.56,0.0,0.0,72.64,NOT_ABLE_TO_WATER
6.83,18.89,87.97,14.66,97.63,157285.8,5.0,16.81,WATER
13.63,38.43,32.58,39.09,39.79,7659.92,0.02,15.4,NOT_ABLE_TO_WATER
13.68,18.28,53.06,15.53,52.01,157285.8,5.19,17.91,WATER
0.0,11.46,89.26,8.84,100.0,11920.63,0.43,11.58,NOT_ABLE_TO_WATER
2.24,6.03,87.78,8.71,94.14,157285.8,5.19,54.06,WATER
24.53,37.66,72.25,38.26,84.02,9679.2,0.0,33.7,NOT_ABLE_TO_WATER
84.07,18.39,37.51,16.64,52.78,0.0,0.0,92.48,OK
60.48,20.96,55.16,16.17,65.25,7774.67,0.86,62.11,LOW_LIGHT
46.19,6.06,80.67,8.22,95.07,0.0,0.0,38.84,LOW_TEMP_ALERT
74.43,18.68,67.66,14.32,54.3,0.0,0.0,77.06,LOW_TEMP_ALERT
92.96,36.44,40.84,36.36,34.68,20127.94,0.64,90.82,NOT_ABLE_TO_VENTILATE
66.28,33.5,18.61,31.66,12.25,157285.8,4.67,71.59,OK
76.0,5.05,45.12,0.06,50.25,2850.03,0.0,37.87,EXCESS_WATER
40.84,41.76,59.55,41.84,83.72,0.0,0.0,42.89,NOT_ABLE_TO_VENTILATE
69.37,34.42,48.6,30.06,58.24,29159.11,1.74,70.71,OK
54.14,37.64,59.07,33.59,73.23,157285.8,4.9,41.61,OK
59.86,40.2,90.8,37.76,100.0,147328.53,4.3,72.41,VENTILATE
21.35,24.15,62.98,22.8,51.96,105778.0,3.53,58.47,WATER
73.8,38.46,32.19,35.86,34.68,56722.62,1.37,72.9,OK
77.26,36.4,57.02,32.81,57.55,157285.8,4.79,11.97,EXCESS_WATER
91.81,42.62,18.66,42.46,27.61,157285.8,5.29,24.67,EXCESS_WATER
99.53,35.98,90.34,31.99,100.0,0.0,0.0,50.27,FUNGI_ALERT_EXCESS_WATER
63.54,20.96,72.96,24.48,68.73,0.0,0.0,75.15,OK
8.88,nan,76.82,26.7,87.3,34825.08,1.2,90.35,INSUFFICIENT_DATA
30.41,43.27,68.84,43.35,80.78,7074.03,0.21,35.41,NOT_ABLE_TO_WATER
62.66,7.47,15.23,5.96,13.51,47616.04,1.12,62.95,LOW_TEMP_ALERT
